Participant ID,Full Name,Email Address,Phone Number,Department,Registration Status,Registration Date
TCET-GIVEAWAY-0178,ROHAN MITTAL,rohan.mittal178@tcetmumbai.in,+91 9403198678,Artificial Intelligence & Data Science,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0179,AKASH MUKHERJEE,akash.mukherjee179@tcetmumbai.in,+91 9694731695,Computer Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0180,RAHUL JAIN,rahul.jain180@tcetmumbai.in,+91 8449230909,Information Technology,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0181,VEDA HEGDE,veda.hegde181@tcetmumbai.in,+91 7147064774,Computer Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0182,AKASH REDDY,akash.reddy182@tcetmumbai.in,+91 8217718010,External Guest / Attendee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0183,KAVYA KULKARNI,kavya.kulkarni183@tcetmumbai.in,+91 9860725583,Organizing Committee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0184,ISHAAN SINGH,ishaan.singh184@tcetmumbai.in,+91 7396620841,Civil Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0185,KHUSHI BANERJEE,khushi.banerjee185@tcetmumbai.in,+91 7894845194,Organizing Committee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0186,RAHUL AGARWAL,rahul.agarwal186@tcetmumbai.in,+91 7370739319,Mechanical Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0187,MUHAMMAD VERMA,muhammad.verma187@tcetmumbai.in,+91 9918856344,Mechanical Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0188,ANANYA SEN,ananya.sen188@tcetmumbai.in,+91 7960583690,Internet of Things,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0189,SAI DAS,sai.das189@tcetmumbai.in,+91 8351602606,Artificial Intelligence & Data Science,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0190,MANISH BHAT,manish.bhat190@tcetmumbai.in,+91 7776300761,Artificial Intelligence & Data Science,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0191,SAHIL KAMATH,sahil.kamath191@tcetmumbai.in,+91 9337295718,Internet of Things,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0192,ZOYA IYER,zoya.iyer192@tcetmumbai.in,+91 8534834929,Artificial Intelligence & Data Science,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0193,AYAAN IYER,ayaan.iyer193@tcetmumbai.in,+91 9723410110,Civil Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0194,DHRUV PANDEY,dhruv.pandey194@tcetmumbai.in,+91 8583580470,Artificial Intelligence & Data Science,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0195,PRANAV MEHTA,pranav.mehta195@tcetmumbai.in,+91 8685667757,Electronics & Telecommunication,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0196,SHUBHAM MENON,shubham.menon196@tcetmumbai.in,+91 9950786160,Mechanical Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0197,SAANVI SHINDE,saanvi.shinde197@tcetmumbai.in,+91 8591116728,Artificial Intelligence & Data Science,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0198,DIYA KAPOOR,diya.kapoor198@tcetmumbai.in,+91 7096579816,Electronics & Telecommunication,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0199,KABIR REDDY,kabir.reddy199@tcetmumbai.in,+91 9722661852,Electronics & Telecommunication,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0200,CHINMAY PAWAR,chinmay.pawar200@tcetmumbai.in,+91 7546511830,Mechanical Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0201,SAHIL ROY,sahil.roy201@tcetmumbai.in,+91 9791285152,Civil Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0202,TANMAY HEGDE,tanmay.hegde202@tcetmumbai.in,+91 9625946882,External Guest / Attendee,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0203,SWAPNIL KULKARNI,swapnil.kulkarni203@tcetmumbai.in,+91 9442991032,Information Technology,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0204,ADVIK PATIL,advik.patil204@tcetmumbai.in,+91 9042080042,Information Technology,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0205,PRATEEK BOSE,prateek.bose205@tcetmumbai.in,+91 9367742073,External Guest / Attendee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0206,DIYA KAMATH,diya.kamath206@tcetmumbai.in,+91 7781412812,Information Technology,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0207,KHUSHI MENON,khushi.menon207@tcetmumbai.in,+91 7417294180,Artificial Intelligence & Data Science,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0208,RUDRA JAIN,rudra.jain208@tcetmumbai.in,+91 7895976815,Civil Engineering,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0209,KUNAL MEHTA,kunal.mehta209@tcetmumbai.in,+91 9430374724,Organizing Committee,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0210,DHRUV PANDEY,dhruv.pandey210@tcetmumbai.in,+91 7160778899,Civil Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0211,UTKARSH MEHTA,utkarsh.mehta211@tcetmumbai.in,+91 9093961709,Civil Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0212,SNEHA PATIL,sneha.patil212@tcetmumbai.in,+91 8036892303,External Guest / Attendee,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0213,ALOK GOEL,alok.goel213@tcetmumbai.in,+91 7341653726,Electronics & Telecommunication,CONFIRMED,2026-08-26
TCET-GIVEAWAY-0214,TANMAY REDDY,tanmay.reddy214@tcetmumbai.in,+91 8495444265,Electronics & Telecommunication,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0215,POOJA PATEL,pooja.patel215@tcetmumbai.in,+91 9230421992,Information Technology,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0216,ADITYA DAS,aditya.das216@tcetmumbai.in,+91 7094946160,Artificial Intelligence & Data Science,CONFIRMED,2026-08-26
TCET-GIVEAWAY-0217,TUSHAR KUMAR,tushar.kumar217@tcetmumbai.in,+91 7516200055,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0218,SHRUTI PATEL,shruti.patel218@tcetmumbai.in,+91 7682355155,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0219,KRISHNA GARG,krishna.garg219@tcetmumbai.in,+91 8097565853,External Guest / Attendee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0220,TANMAY HEGDE,tanmay.hegde220@tcetmumbai.in,+91 9701569435,Computer Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0221,ZOYA MISHRA,zoya.mishra221@tcetmumbai.in,+91 7429293997,Internet of Things,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0222,ZOYA PAWAR,zoya.pawar222@tcetmumbai.in,+91 7850504550,Internet of Things,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0223,ROHIT KUMAR,rohit.kumar223@tcetmumbai.in,+91 9679421010,Civil Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0224,ANIKA RAO,anika.rao224@tcetmumbai.in,+91 9230133670,Organizing Committee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0225,GAURAV IYER,gaurav.iyer225@tcetmumbai.in,+91 8240282326,Artificial Intelligence & Data Science,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0226,SAI MITTAL,sai.mittal226@tcetmumbai.in,+91 8831558722,Organizing Committee,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0227,KRISHNA NAIR,krishna.nair227@tcetmumbai.in,+91 9999569294,Artificial Intelligence & Data Science,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0228,MANDAR CHATTERJEE,mandar.chatterjee228@tcetmumbai.in,+91 7370393488,Organizing Committee,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0229,ARNAV JOSHI,arnav.joshi229@tcetmumbai.in,+91 9243540709,Artificial Intelligence & Data Science,CONFIRMED,2026-08-26
TCET-GIVEAWAY-0230,ADITI SEN,aditi.sen230@tcetmumbai.in,+91 8705420148,Organizing Committee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0231,GAURAV CHOPRA,gaurav.chopra231@tcetmumbai.in,+91 7699346185,Civil Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0232,ISHAAN JAIN,ishaan.jain232@tcetmumbai.in,+91 8709075142,Civil Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0233,AARYAN PANDEY,aaryan.pandey233@tcetmumbai.in,+91 7378241647,Internet of Things,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0234,PRATEEK BANERJEE,prateek.banerjee234@tcetmumbai.in,+91 9376650654,Internet of Things,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0235,ARJUN PANDEY,arjun.pandey235@tcetmumbai.in,+91 9656702180,Electronics & Telecommunication,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0236,ADVAITH YADAV,advaith.yadav236@tcetmumbai.in,+91 9868566977,Organizing Committee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0237,VIVAAN SINGH,vivaan.singh237@tcetmumbai.in,+91 8010222586,Civil Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0238,NIKHIL BANERJEE,nikhil.banerjee238@tcetmumbai.in,+91 8759075498,Mechanical Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0239,PARI BHAT,pari.bhat239@tcetmumbai.in,+91 9070028238,Computer Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0240,ROHIT AGARWAL,rohit.agarwal240@tcetmumbai.in,+91 7995432863,Organizing Committee,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0241,TUSHAR REDDY,tushar.reddy241@tcetmumbai.in,+91 8432455323,External Guest / Attendee,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0242,DHRUV SHARMA,dhruv.sharma242@tcetmumbai.in,+91 8438685513,Artificial Intelligence & Data Science,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0243,VEDA SHAH,veda.shah243@tcetmumbai.in,+91 7804311592,Electronics & Telecommunication,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0244,CHIRAG KUMAR,chirag.kumar244@tcetmumbai.in,+91 7485592525,Mechanical Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0245,KHUSHI AGARWAL,khushi.agarwal245@tcetmumbai.in,+91 9694085258,Electronics & Telecommunication,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0246,ARNAV SHARMA,arnav.sharma246@tcetmumbai.in,+91 8629374946,Electronics & Telecommunication,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0247,KUNAL SHINDE,kunal.shinde247@tcetmumbai.in,+91 9591645296,Internet of Things,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0248,ADVIK PAWAR,advik.pawar248@tcetmumbai.in,+91 7479174550,External Guest / Attendee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0249,KAUSTUBH DUBEY,kaustubh.dubey249@tcetmumbai.in,+91 7829345066,Internet of Things,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0250,ISHA GUPTA,isha.gupta250@tcetmumbai.in,+91 7584523890,Information Technology,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0251,SNEHA CHAKRABORTY,sneha.chakraborty251@tcetmumbai.in,+91 8205433301,External Guest / Attendee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0252,HARSH IYER,harsh.iyer252@tcetmumbai.in,+91 9876275439,Electronics & Telecommunication,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0253,RUDRA REDDY,rudra.reddy253@tcetmumbai.in,+91 9692760164,Internet of Things,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0254,ISHAAN PATEL,ishaan.patel254@tcetmumbai.in,+91 7003351749,Artificial Intelligence & Data Science,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0255,UTKARSH CHAKRABORTY,utkarsh.chakraborty255@tcetmumbai.in,+91 9825448909,Organizing Committee,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0256,PARI BANERJEE,pari.banerjee256@tcetmumbai.in,+91 8597339611,Mechanical Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0257,VEDA KUMAR,veda.kumar257@tcetmumbai.in,+91 9005642733,Internet of Things,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0258,TEJAS PANDEY,tejas.pandey258@tcetmumbai.in,+91 7135454647,Internet of Things,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0259,SNEHA CHATTERJEE,sneha.chatterjee259@tcetmumbai.in,+91 8965822266,Electronics & Telecommunication,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0260,RUDRA NAIR,rudra.nair260@tcetmumbai.in,+91 8894403667,Internet of Things,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0261,KRISHNA DUBEY,krishna.dubey261@tcetmumbai.in,+91 9464488234,External Guest / Attendee,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0262,KHUSHI KUMAR,khushi.kumar262@tcetmumbai.in,+91 9245258078,Information Technology,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0263,SIDDHARTH GUPTA,siddharth.gupta263@tcetmumbai.in,+91 9474177387,Computer Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0264,PRATEEK GOEL,prateek.goel264@tcetmumbai.in,+91 9592799789,Internet of Things,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0265,DHRUV SHETTY,dhruv.shetty265@tcetmumbai.in,+91 9982562530,Internet of Things,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0266,KUNAL KAMATH,kunal.kamath266@tcetmumbai.in,+91 8804369430,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0267,TUSHAR TIWARI,tushar.tiwari267@tcetmumbai.in,+91 7988122801,Civil Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0268,ROHAN MEHTA,rohan.mehta268@tcetmumbai.in,+91 8958462147,Artificial Intelligence & Data Science,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0269,TANVI IYER,tanvi.iyer269@tcetmumbai.in,+91 8079164757,Mechanical Engineering,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0270,KHUSHI CHATTERJEE,khushi.chatterjee270@tcetmumbai.in,+91 9777742895,Civil Engineering,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0271,POOJA PANDEY,pooja.pandey271@tcetmumbai.in,+91 9788066823,Artificial Intelligence & Data Science,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0272,VIGNESH GUPTA,vignesh.gupta272@tcetmumbai.in,+91 7048577955,Mechanical Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0273,MUHAMMAD JOSHI,muhammad.joshi273@tcetmumbai.in,+91 7925655536,Mechanical Engineering,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0274,SAMARTH SHINDE,samarth.shinde274@tcetmumbai.in,+91 8739316850,Computer Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0275,PRANAV KULKARNI,pranav.kulkarni275@tcetmumbai.in,+91 9708635550,Information Technology,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0276,SANKET PATIL,sanket.patil276@tcetmumbai.in,+91 8960947322,Electronics & Telecommunication,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0277,ROHIT SHARMA,rohit.sharma277@tcetmumbai.in,+91 7277337403,Organizing Committee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0278,SAMARTH SHINDE,samarth.shinde278@tcetmumbai.in,+91 8795206217,Organizing Committee,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0279,POOJA SEN,pooja.sen279@tcetmumbai.in,+91 9105761645,Civil Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0280,SIDDHARTH PATIL,siddharth.patil280@tcetmumbai.in,+91 7050615316,Artificial Intelligence & Data Science,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0281,GAURI KULKARNI,gauri.kulkarni281@tcetmumbai.in,+91 7016452109,Mechanical Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0282,KARAN GHOSH,karan.ghosh282@tcetmumbai.in,+91 9073180788,Artificial Intelligence & Data Science,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0283,PRATHAMESH BHAT,prathamesh.bhat283@tcetmumbai.in,+91 7237058036,External Guest / Attendee,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0284,GAURI MITTAL,gauri.mittal284@tcetmumbai.in,+91 9663870677,Mechanical Engineering,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0285,AARAV SINGHAL,aarav.singhal285@tcetmumbai.in,+91 8505486873,Internet of Things,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0286,AKASH CHAVAN,akash.chavan286@tcetmumbai.in,+91 9952611618,Organizing Committee,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0287,ABHISHEK CHOPRA,abhishek.chopra287@tcetmumbai.in,+91 8382673155,Artificial Intelligence & Data Science,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0288,MUHAMMAD PATIL,muhammad.patil288@tcetmumbai.in,+91 8845906483,Information Technology,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0289,GAURI DUTTA,gauri.dutta289@tcetmumbai.in,+91 7371907939,Organizing Committee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0290,RAJAT MENON,rajat.menon290@tcetmumbai.in,+91 9328321722,Internet of Things,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0291,TANMAY CHAKRABORTY,tanmay.chakraborty291@tcetmumbai.in,+91 8235852986,Computer Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0292,POOJA TIWARI,pooja.tiwari292@tcetmumbai.in,+91 8614736507,Computer Engineering,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0293,KHUSHI SHAH,khushi.shah293@tcetmumbai.in,+91 9362385455,Internet of Things,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0294,PARI MISHRA,pari.mishra294@tcetmumbai.in,+91 9997953989,Organizing Committee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0295,SWAPNIL MENON,swapnil.menon295@tcetmumbai.in,+91 8999872662,Internet of Things,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0296,SAHIL DAS,sahil.das296@tcetmumbai.in,+91 8958885463,Artificial Intelligence & Data Science,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0297,TANMAY JOSHI,tanmay.joshi297@tcetmumbai.in,+91 8939735105,Civil Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0298,KAVYA MITTAL,kavya.mittal298@tcetmumbai.in,+91 8775559475,Civil Engineering,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0299,ADITYA KAPOOR,aditya.kapoor299@tcetmumbai.in,+91 9803800732,Computer Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0300,ADVIK SINGH,advik.singh300@tcetmumbai.in,+91 8429097087,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0301,DIYA SEN,diya.sen301@tcetmumbai.in,+91 7226052259,Artificial Intelligence & Data Science,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0302,TANVI CHOPRA,tanvi.chopra302@tcetmumbai.in,+91 9593902565,Information Technology,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0303,ARJUN JAIN,arjun.jain303@tcetmumbai.in,+91 7316470543,Internet of Things,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0304,CHIRAG BHAT,chirag.bhat304@tcetmumbai.in,+91 8671425994,External Guest / Attendee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0305,AARAV MEHTA,aarav.mehta305@tcetmumbai.in,+91 8531840526,Mechanical Engineering,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0306,ARJUN SINGHAL,arjun.singhal306@tcetmumbai.in,+91 7974261178,Electronics & Telecommunication,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0307,CHIRAG GUPTA,chirag.gupta307@tcetmumbai.in,+91 8671785633,Organizing Committee,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0308,GAURI VERMA,gauri.verma308@tcetmumbai.in,+91 7716005248,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0309,KAUSTUBH SINGH,kaustubh.singh309@tcetmumbai.in,+91 7421747543,Computer Engineering,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0310,NIKHIL YADAV,nikhil.yadav310@tcetmumbai.in,+91 7094737759,Electronics & Telecommunication,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0311,MANISH PATEL,manish.patel311@tcetmumbai.in,+91 8958538017,Computer Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0312,MUHAMMAD PANDEY,muhammad.pandey312@tcetmumbai.in,+91 7193632363,Artificial Intelligence & Data Science,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0313,AARAV GARG,aarav.garg313@tcetmumbai.in,+91 8620137744,Mechanical Engineering,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0314,MEERA KAMATH,meera.kamath314@tcetmumbai.in,+91 8329301209,Information Technology,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0315,MANDAR GARG,mandar.garg315@tcetmumbai.in,+91 9622461123,Internet of Things,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0316,MUHAMMAD SHETTY,muhammad.shetty316@tcetmumbai.in,+91 7969296614,Internet of Things,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0317,MANDAR GARG,mandar.garg317@tcetmumbai.in,+91 9398804260,External Guest / Attendee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0318,SIDDHESH HEGDE,siddhesh.hegde318@tcetmumbai.in,+91 8702986660,External Guest / Attendee,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0319,ANANYA KULKARNI,ananya.kulkarni319@tcetmumbai.in,+91 9427095758,Information Technology,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0320,CHIRAG CHAKRABORTY,chirag.chakraborty320@tcetmumbai.in,+91 7118516108,Electronics & Telecommunication,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0321,ZOYA SHARMA,zoya.sharma321@tcetmumbai.in,+91 9932768666,External Guest / Attendee,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0322,PRATEEK SHETTY,prateek.shetty322@tcetmumbai.in,+91 7078481504,Civil Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0323,AARYAN SEN,aaryan.sen323@tcetmumbai.in,+91 7316116066,External Guest / Attendee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0324,GAURI KULKARNI,gauri.kulkarni324@tcetmumbai.in,+91 8678221300,Information Technology,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0325,KARAN GOEL,karan.goel325@tcetmumbai.in,+91 8241886080,External Guest / Attendee,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0326,CHINMAY PILLAI,chinmay.pillai326@tcetmumbai.in,+91 8647612024,Organizing Committee,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0327,ARJUN DUTTA,arjun.dutta327@tcetmumbai.in,+91 8098345632,External Guest / Attendee,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0328,SIDDHESH PILLAI,siddhesh.pillai328@tcetmumbai.in,+91 8126527018,Computer Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0329,MANDAR MITTAL,mandar.mittal329@tcetmumbai.in,+91 9150403019,Civil Engineering,CONFIRMED,2026-08-25
TCET-GIVEAWAY-0330,SAHIL CHAVAN,sahil.chavan330@tcetmumbai.in,+91 8193978388,Electronics & Telecommunication,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0331,ZOYA PATIL,zoya.patil331@tcetmumbai.in,+91 7189817191,External Guest / Attendee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0332,MANISH GHOSH,manish.ghosh332@tcetmumbai.in,+91 9530821558,Artificial Intelligence & Data Science,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0333,SAHIL SHINDE,sahil.shinde333@tcetmumbai.in,+91 8088039774,External Guest / Attendee,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0334,VIKAS MUKHERJEE,vikas.mukherjee334@tcetmumbai.in,+91 9822468410,Artificial Intelligence & Data Science,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0335,SAURABH DAS,saurabh.das335@tcetmumbai.in,+91 7766699473,Mechanical Engineering,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0336,VIVAAN PATIL,vivaan.patil336@tcetmumbai.in,+91 8273288699,Information Technology,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0337,RAHUL DAS,rahul.das337@tcetmumbai.in,+91 7439913072,Internet of Things,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0338,KHUSHI KAPOOR,khushi.kapoor338@tcetmumbai.in,+91 7549251499,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0339,SAHIL CHAVAN,sahil.chavan339@tcetmumbai.in,+91 9225687146,Electronics & Telecommunication,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0340,VIHAAN DESHMUKH,vihaan.deshmukh340@tcetmumbai.in,+91 7924482121,Internet of Things,CONFIRMED,2026-08-23
TCET-GIVEAWAY-0341,ARNAV CHOPRA,arnav.chopra341@tcetmumbai.in,+91 7242180942,Computer Engineering,CONFIRMED,2026-08-21
TCET-GIVEAWAY-0342,KUNAL GUPTA,kunal.gupta342@tcetmumbai.in,+91 7372299125,Electronics & Telecommunication,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0343,ANANYA BANSAL,ananya.bansal343@tcetmumbai.in,+91 7349420132,External Guest / Attendee,CONFIRMED,2026-08-20
TCET-GIVEAWAY-0344,ANANYA KULKARNI,ananya.kulkarni344@tcetmumbai.in,+91 9891564927,External Guest / Attendee,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0345,TANMAY CHAKRABORTY,tanmay.chakraborty345@tcetmumbai.in,+91 7076772338,Electronics & Telecommunication,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0346,ZOYA PAWAR,zoya.pawar346@tcetmumbai.in,+91 9136213883,External Guest / Attendee,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0347,DHRUV DUTTA,dhruv.dutta347@tcetmumbai.in,+91 8601930780,Internet of Things,CONFIRMED,2026-08-22
TCET-GIVEAWAY-0348,SAURABH ROY,saurabh.roy348@tcetmumbai.in,+91 8092538995,Internet of Things,CONFIRMED,2026-08-26
TCET-GIVEAWAY-0349,MEERA TIWARI,meera.tiwari349@tcetmumbai.in,+91 7344725799,Electronics & Telecommunication,CONFIRMED,2026-08-19
TCET-GIVEAWAY-0350,UTKARSH SHINDE,utkarsh.shinde350@tcetmumbai.in,+91 7857844665,Organizing Committee,CONFIRMED,2026-08-24
TCET-GIVEAWAY-0351,UTKARSH SHARMA,utkarsh.sharma351@tcetmumbai.in,+91 7386857086,Computer Engineering,CONFIRMED,2026-08-17
TCET-GIVEAWAY-0352,KAUSTUBH KUMAR,kaustubh.kumar352@tcetmumbai.in,+91 8366202387,Artificial Intelligence & Data Science,CONFIRMED,2026-08-18
TCET-GIVEAWAY-0353,ALOK SINGH,alok.singh353@tcetmumbai.in,+91 8302312529,Mechanical Engineering,CONFIRMED,2026-08-16
TCET-GIVEAWAY-0354,SAMARTH MEHTA,samarth.mehta354@tcetmumbai.in,+91 8149103663,Information Technology,CONFIRMED,2026-08-19
